"STATE","COUNTY","STNAME","CTYNAME","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","H_MALE","H_FEMALE","white_alone_perc","black_alone_perc","american_indian_alone_perc","asian_alone_perc","hispanic_perc"
13,255,"Georgia","Spalding County",66703,32041,34662,20106,20935,10834,12460,162,167,315,377,1829,1490,0.615279672578445,0.349219675276974,0.00493231189001994,0.0103743459814401,0.0497578819543349
13,257,"Georgia","Stephens County",25925,12507,13418,10666,11375,1304,1543,87,58,104,116,553,452,0.850183220829315,0.109816779170685,0.0055930568948891,0.00848601735776278,0.0387656702025072
13,259,"Georgia","Stewart County",6621,4520,2101,2269,756,1932,1277,49,8,188,26,2145,64,0.456879625434224,0.484669989427579,0.00860897145446307,0.0323214016009666,0.333635402507174
13,261,"Georgia","Sumter County",29524,13827,15697,6333,6592,7031,8589,78,79,188,219,978,848,0.437779433681073,0.529061102831595,0.00531770762769272,0.0137853949329359,0.0618479880774963
13,263,"Georgia","Talbot County",6195,2945,3250,1342,1294,1534,1881,26,17,6,11,88,93,0.425504439063761,0.551251008878128,0.0069410815173527,0.00274414850686037,0.0292171105730428
13,265,"Georgia","Taliaferro County",1537,749,788,308,324,412,435,1,2,7,13,42,20,0.411190631099545,0.551073519843852,0.00195185426154847,0.0130123617436565,0.0403383214053351
13,267,"Georgia","Tattnall County",25286,14498,10788,9032,7966,5000,2459,85,83,85,83,1813,1276,0.672229692319861,0.294985367396979,0.00664399272324607,0.00664399272324607,0.122162461441114
13,269,"Georgia","Taylor County",8020,3820,4200,2356,2439,1369,1650,15,9,35,35,127,84,0.59788029925187,0.37643391521197,0.0029925187032419,0.00872817955112219,0.0263092269326683
13,271,"Georgia","Telfair County",15860,9307,6553,5564,4045,3475,2378,49,10,82,29,2168,243,0.605863808322825,0.369041614123581,0.00372005044136192,0.00699873896595208,0.152017654476671
13,273,"Georgia","Terrell County",8531,4058,4473,1585,1602,2361,2762,33,19,17,17,125,120,0.373578712929317,0.600515766029774,0.00609541671550815,0.00398546477552456,0.0287187902942211
13,275,"Georgia","Thomas County",44451,21012,23439,12985,13932,7371,8732,148,131,184,281,951,797,0.605543182380599,0.362264066050258,0.00627657420530472,0.0104609570088412,0.0393241996805471
13,277,"Georgia","Tift County",40644,19683,20961,13145,13576,5823,6669,108,97,309,319,2674,2280,0.657440212577502,0.307351638618246,0.00504379490207657,0.0154512351146541,0.121887609487255
13,279,"Georgia","Toombs County",26830,12699,14131,9084,9800,3196,3860,111,116,98,124,1732,1441,0.703838986209467,0.262989191203876,0.00846067834513604,0.00827431979127842,0.118263138278047
13,281,"Georgia","Towns County",12037,5726,6311,5513,6073,70,70,24,28,49,62,182,207,0.962532192406746,0.0116308050178616,0.00432001329234859,0.00922156683559026,0.0323170225139154
13,283,"Georgia","Treutlen County",6901,3429,3472,2286,2292,1077,1122,10,8,12,12,132,76,0.663382118533546,0.318649471091146,0.00260831763512534,0.00347775684683379,0.0301405593392262
13,285,"Georgia","Troup County",69922,33415,36507,19971,21131,11773,13773,142,143,862,777,1370,1239,0.587826435170619,0.365349961385544,0.00407597036698035,0.0234404050227396,0.0373130059208833
13,287,"Georgia","Turner County",7985,3853,4132,2222,2323,1517,1677,24,22,41,37,236,150,0.569192235441453,0.4,0.00576080150281778,0.0097683155917345,0.0483406386975579
13,289,"Georgia","Twiggs County",8120,3971,4149,2277,2331,1590,1713,15,21,11,16,102,117,0.567487684729064,0.406773399014778,0.00443349753694581,0.00332512315270936,0.0269704433497537
13,291,"Georgia","Union County",24511,11868,12643,11485,12251,125,88,79,48,27,92,430,444,0.968381542980703,0.00868997592917466,0.00518134715025907,0.0048549630778018,0.0356574599159561
13,293,"Georgia","Upson County",26320,12477,13843,8726,9367,3371,4117,77,51,82,89,334,294,0.687424012158055,0.284498480243161,0.00486322188449848,0.00649696048632219,0.0238601823708207
13,295,"Georgia","Walker County",69761,34309,35452,31665,33006,1652,1408,148,137,264,266,950,790,0.927036596379066,0.0438640501139605,0.00408537721649632,0.00759736815699316,0.0249423030059776
13,297,"Georgia","Walton County",94593,46187,48406,35926,37077,8420,9422,181,201,728,881,2335,2319,0.771759009651877,0.188618608142252,0.00403835378939245,0.0170097153066295,0.0492002579472054
13,299,"Georgia","Ware County",35734,17816,17918,11578,12126,5617,5171,87,89,182,168,850,724,0.663345833100129,0.301897352661331,0.0049252812447529,0.00979459338445178,0.044047685677506
13,301,"Georgia","Warren County",5254,2485,2769,1018,1057,1409,1656,9,8,22,15,51,37,0.394937190711839,0.583365055196041,0.00323562999619338,0.00704225352112676,0.0167491435097069
13,303,"Georgia","Washington County",20374,10412,9962,4691,4295,5532,5434,20,17,60,65,353,181,0.441052321586336,0.538235005399038,0.00181604005104545,0.00613527044272111,0.0262098753313046
13,305,"Georgia","Wayne County",29927,15336,14591,11533,11291,3238,2794,127,59,108,123,1154,794,0.762655795769706,0.201557122331005,0.00621512346710328,0.00771878237043472,0.0650917231931032
13,307,"Georgia","Webster County",2607,1295,1312,715,719,546,553,7,6,7,8,74,56,0.55005753739931,0.421557345607979,0.00498657460682777,0.00575373993095512,0.0498657460682777
13,309,"Georgia","Wheeler County",7855,5058,2797,2768,1980,2215,752,4,4,20,10,269,154,0.604455760661999,0.377721196690006,0.00101845957988542,0.00381922342457034,0.0538510502864418
13,311,"Georgia","White County",30798,14996,15802,14223,15060,355,270,98,74,79,91,504,530,0.950808494058056,0.0202935255536074,0.00558477823235275,0.00551983895058121,0.033573608675888
13,313,"Georgia","Whitfield County",104628,52055,52573,47039,47742,2395,2212,790,702,792,923,19733,18281,0.905885613793631,0.0440321902358833,0.0142600451122071,0.0163914057422487,0.363325304889704
13,315,"Georgia","Wilcox County",8635,5167,3468,3018,2403,2006,973,16,12,40,31,296,133,0.627793862188767,0.344991314418066,0.00324261725535611,0.00822235089751013,0.0496815286624204
13,317,"Georgia","Wilkes County",9777,4669,5108,2678,2774,1861,2157,10,13,45,42,283,242,0.557635266441649,0.410964508540452,0.00235245985476117,0.00889843510279227,0.0536974532065051
13,319,"Georgia","Wilkinson County",8954,4302,4652,2606,2701,1577,1828,27,20,15,21,156,121,0.592696001786911,0.380276971186062,0.00524905070359616,0.00402054947509493,0.0309358945722582
13,321,"Georgia","Worth County",20247,9707,10540,6881,7207,2590,3080,45,24,53,93,250,237,0.695806786190547,0.280041487627797,0.00340791228330123,0.00721094483133304,0.0240529461154739
16,1,"Idaho","Ada County",481587,241132,240455,221611,220939,3807,2828,2003,1946,5847,7284,20842,20203,0.918940918255684,0.0137773652527996,0.00819997217532865,0.0272661014520741,0.0852286295103481
16,3,"Idaho","Adams County",4294,2207,2087,2089,1961,7,9,37,25,15,22,75,80,0.943176525384257,0.00372612948299953,0.0144387517466232,0.00861667442943642,0.036096879366558
16,5,"Idaho","Bannock County",87808,43650,44158,39607,39948,498,461,1667,1644,570,856,4016,3822,0.906010841836735,0.010921556122449,0.0377072704081633,0.0162399781341108,0.0892629373177843
16,7,"Idaho","Bear Lake County",6125,3069,3056,2980,2933,13,10,26,39,13,19,152,111,0.965387755102041,0.00375510204081633,0.0106122448979592,0.00522448979591837,0.0429387755102041
16,9,"Idaho","Benewah County",9298,4775,4523,4156,3906,25,18,395,383,12,21,177,179,0.867068186706819,0.00462465046246505,0.0836739083673908,0.00354915035491504,0.0382878038287804
16,11,"Idaho","Bingham County",46811,23314,23497,20824,20826,169,112,1638,1794,177,313,4332,4035,0.889748136121852,0.00600286257503578,0.0733161009164513,0.0104676251308453,0.17874003973425
16,13,"Idaho","Blaine County",23021,11566,11455,10934,10850,102,51,195,203,103,180,2654,2753,0.946266452369576,0.00664610572955128,0.0172885626167412,0.0122931236696929,0.234872507710351
16,15,"Idaho","Boise County",7831,4076,3755,3864,3535,18,18,52,46,30,49,195,209,0.944834631592389,0.00459711403396757,0.0125143659813561,0.0100881113523177,0.0515898352700805
16,17,"Idaho","Bonner County",45739,22846,22893,21855,21810,94,53,225,192,95,262,763,790,0.954655764227465,0.0032138874920746,0.00911694615098712,0.00780515533789545,0.0339535188788561
16,19,"Idaho","Bonneville County",119062,59452,59610,56076,56280,495,384,778,790,630,728,8201,7739,0.94367640389041,0.0073827081688532,0.0131696091112194,0.0114058221766811,0.13387982731686
16,21,"Idaho","Boundary County",12245,6146,6099,5819,5722,51,34,99,144,53,65,300,322,0.942507145773785,0.0069416088199265,0.0198448346263781,0.00963658636178032,0.0507962433646386
16,23,"Idaho","Butte County",2597,1324,1273,1277,1208,7,4,11,17,2,6,69,70,0.956873315363881,0.00423565652676165,0.0107816711590297,0.00308047747400847,0.0535232961108972
16,25,"Idaho","Camas County",1106,565,541,532,512,3,3,9,5,2,2,45,25,0.943942133815552,0.0054249547920434,0.0126582278481013,0.00361663652802893,0.0632911392405063
16,27,"Idaho","Canyon County",229849,114075,115774,106222,107975,1008,903,1979,2025,1138,1317,29953,28994,0.931903119004216,0.00831415407506667,0.0174201323477587,0.0106809253031338,0.256459675700134
16,29,"Idaho","Caribou County",7155,3651,3504,3552,3400,6,3,28,23,16,14,264,192,0.97162823200559,0.00125786163522013,0.00712788259958071,0.00419287211740042,0.0637316561844864
16,31,"Idaho","Cassia County",24030,12219,11811,11555,11198,112,98,196,172,94,98,3478,3053,0.946858094049105,0.00873907615480649,0.0153141905950895,0.00799001248439451,0.271785268414482
16,33,"Idaho","Clark County",845,432,413,402,378,8,2,9,17,6,3,195,181,0.923076923076923,0.0118343195266272,0.0307692307692308,0.0106508875739645,0.444970414201183
16,35,"Idaho","Clearwater County",8756,4836,3920,4513,3666,37,18,129,90,30,35,233,130,0.934102329830973,0.00628140703517588,0.025011420740064,0.00742348104157149,0.0414572864321608
16,37,"Idaho","Custer County",4315,2205,2110,2114,2022,20,5,18,24,8,6,105,94,0.958516801853998,0.00579374275782155,0.00973348783314021,0.00324449594438007,0.0461181923522596
16,39,"Idaho","Elmore County",27511,14415,13096,12605,11561,514,327,238,230,415,430,2696,2191,0.878412271455054,0.0305695903456799,0.0170113772672749,0.0307149867325797,0.177638035694813
16,41,"Idaho","Franklin County",13876,7121,6755,6914,6527,29,18,62,80,12,18,491,454,0.968650908042664,0.00338714326895359,0.0102334966849236,0.00216200634188527,0.068103199769386
16,43,"Idaho","Fremont County",13099,6858,6241,6575,6000,71,39,70,72,18,29,894,748,0.959996946331781,0.00839758760210703,0.0108405221772654,0.00358806015726391,0.125353080387816
16,45,"Idaho","Gem County",18112,9106,9006,8683,8531,28,18,106,108,53,129,830,732,0.95041961130742,0.00253975265017668,0.011815371024735,0.0100485865724382,0.0862411660777385
16,47,"Idaho","Gooding County",15179,7728,7451,7275,7032,47,42,169,131,65,58,2385,2044,0.942552210290533,0.00586336385796166,0.0197641478358258,0.00810330061268858,0.291784702549575
16,49,"Idaho","Idaho County",16667,8726,7941,8133,7426,52,33,277,267,36,59,324,269,0.933521329573408,0.00509989800203996,0.0326393472130557,0.00569988600227995,0.0355792884142317
16,51,"Idaho","Jefferson County",29871,15276,14595,14595,13965,85,62,204,225,109,73,1725,1439,0.956111278497539,0.00492116099226675,0.0143617555488601,0.0060928659904255,0.105922131833551
16,53,"Idaho","Jerome County",24412,12518,11894,11859,11253,103,85,295,260,67,78,4882,4230,0.946747501228904,0.00770113059151237,0.0227347206291988,0.00593970178600688,0.373259052924791
16,55,"Idaho","Kootenai County",165697,81998,83699,77641,78992,397,303,1104,1113,565,962,4123,4063,0.945297742264495,0.00422457859828482,0.0133798439319964,0.00921561645654417,0.0494034291507994
16,57,"Idaho","Latah County",40108,20365,19743,18799,18236,262,190,186,158,443,530,904,913,0.923381868953825,0.011269572155181,0.00857684252518201,0.0242594993517503,0.0453026827565573
16,59,"Idaho","Lemhi County",8027,4056,3971,3887,3795,18,11,53,53,10,24,144,140,0.95702005730659,0.0036128067771272,0.0132054316681201,0.00423570449732154,0.0353805905070387
16,61,"Idaho","Lewis County",3838,1954,1884,1708,1649,16,8,147,106,19,45,102,80,0.874674309536217,0.00625325690463783,0.0659197498697238,0.0166753517457009,0.0474205315268369
16,63,"Idaho","Lincoln County",5366,2779,2587,2601,2460,20,8,57,47,17,19,892,794,0.943160641073425,0.00521803950801342,0.0193812896011927,0.00670890793887439,0.314200521803951
16,65,"Idaho","Madison County",39907,20227,19680,19257,18696,170,131,118,94,235,344,1634,1464,0.951036159069837,0.00754253639712331,0.00531235121657854,0.0145087328037688,0.0776304908913223
16,67,"Idaho","Minidoka County",21039,10512,10527,9884,9931,91,86,257,232,53,79,3903,3665,0.941822329958648,0.00841294738343077,0.0232425495508342,0.0062740624554399,0.359712914111887
16,69,"Idaho","Nez Perce County",40408,19933,20475,17942,18351,131,84,1177,1254,122,190,841,791,0.898163729954464,0.00532072856860028,0.0601613541872896,0.00772124331815482,0.0403880419718868
16,71,"Idaho","Oneida County",4531,2272,2259,2215,2200,11,6,12,14,9,19,103,98,0.974398587508276,0.00375193114102847,0.00573824762745531,0.00617965129110572,0.044361068196866
16,73,"Idaho","Owyhee County",11823,6046,5777,5547,5284,55,53,262,265,52,44,1622,1424,0.916095745580648,0.00913473737630043,0.0445741351602808,0.0081197665567115,0.257633426372325
16,75,"Idaho","Payette County",23951,11981,11970,11256,11230,62,55,222,210,113,135,2176,2013,0.938833451630412,0.00488497348753705,0.0180368251847522,0.0103544737171726,0.174898751617887
16,77,"Idaho","Power County",7681,3865,3816,3572,3507,44,40,141,150,17,22,1356,1299,0.921624788439005,0.0109360760317667,0.0378856919671918,0.00507746387189168,0.345658117432626
16,79,"Idaho","Shoshone County",12882,6474,6408,6088,6016,62,24,121,106,26,68,265,198,0.939605651296383,0.00667598199037417,0.0176214873466853,0.00729700357087409,0.035941623971433
16,81,"Idaho","Teton County",12142,6372,5770,6180,5546,29,26,50,56,26,43,1074,953,0.965738758029979,0.00452973151045956,0.00873002800197661,0.00568275407675836,0.166941195849119
16,83,"Idaho","Twin Falls County",86878,42819,44059,40247,41137,392,398,590,592,654,883,7704,7141,0.936761895992081,0.00909321116968623,0.0136052855728723,0.0176914754022883,0.170871797232901
16,85,"Idaho","Valley County",11392,5912,5480,5657,5260,36,18,63,69,37,34,288,244,0.958304073033708,0.00474016853932584,0.0115870786516854,0.00623244382022472,0.0466994382022472
16,87,"Idaho","Washington County",10194,5075,5119,4759,4850,36,26,86,88,50,52,894,820,0.942613301942319,0.00608200902491662,0.0170688640376692,0.0100058858151854,0.168138120463017
17,1,"Illinois","Adams County",65435,32232,33203,29806,30892,1351,1206,118,72,263,352,610,551,0.92760754947658,0.0390769465882173,0.00290364483838924,0.00939863987162833,0.0177427981966837
17,3,"Illinois","Alexander County",5761,2798,2963,1827,1913,880,950,15,11,6,11,50,57,0.649192848463808,0.317653185210901,0.00451310536365214,0.0029508765839264,0.0185731643811838
17,5,"Illinois","Bond County",16426,8528,7898,7439,7435,783,258,64,46,94,40,411,183,0.905515645927189,0.0633751369779618,0.00669670035309875,0.00815779861195665,0.0361621819067332
17,7,"Illinois","Boone County",53544,26768,26776,24708,24822,787,716,206,214,354,431,6341,5846,0.925033617212013,0.0280703720304796,0.00784401613626177,0.0146608396832512,0.227607201553862
17,9,"Illinois","Brown County",6578,4227,2351,2865,2300,1227,15,82,5,14,7,405,51,0.785193067801763,0.188811188811189,0.0132259045302524,0.00319245971419884,0.0693219823654606
17,11,"Illinois","Bureau County",32628,16004,16624,15405,15909,167,176,64,91,120,225,1595,1491,0.959727841118058,0.0105124433002329,0.0047505210248866,0.0105737403457153,0.0945813411793552
17,13,"Illinois","Calhoun County",4739,2383,2356,2346,2312,12,9,3,8,2,12,35,33,0.982907786452838,0.00443131462333826,0.00232116480270099,0.00295420974889217,0.0143490187803334
17,15,"Illinois","Carroll County",14305,7126,7179,6836,6927,102,55,35,33,35,52,295,264,0.962111149947571,0.0109751835022719,0.0047535826634044,0.00608178958406152,0.0390772457182803
17,17,"Illinois","Cass County",12147,6086,6061,5514,5622,368,256,58,32,50,48,1240,1109,0.916769572734008,0.0513707088169919,0.00740923684860459,0.00806783567959167,0.19338108174858
17,19,"Illinois","Champaign County",209689,104175,105514,74822,75734,13759,15270,423,343,11957,10929,6807,6310,0.717996652184902,0.138438353943221,0.00365302900962855,0.10914258735556,0.0625545450643572
17,21,"Illinois","Christian County",32304,16438,15866,15668,15423,441,79,40,51,85,120,337,218,0.962450470529965,0.016097077761268,0.00281698860822189,0.00634596334819217,0.0171805349182764
17,23,"Illinois","Clark County",15441,7649,7792,7495,7618,40,35,16,20,15,44,141,96,0.978757852470695,0.00485719836798135,0.00233145521663105,0.00382099604947866,0.0153487468428211
17,25,"Illinois","Clay County",13184,6531,6653,6360,6463,41,35,15,20,43,72,113,100,0.972618325242718,0.00576456310679612,0.00265473300970874,0.00872269417475728,0.0161559466019417
17,27,"Illinois","Clinton County",37562,19448,18114,17860,17435,1173,203,80,64,76,148,744,454,0.939646451200682,0.0366327671582983,0.0038336616793568,0.00596347372344391,0.0318939353602045
17,29,"Illinois","Coles County",50621,24589,26032,22790,24193,1029,1012,59,71,236,296,712,668,0.928132593192549,0.0403192351000573,0.00256810414650046,0.0105094723533711,0.0272614132474665
17,31,"Illinois","Cook County",5150233,2500872,2649361,1674529,1695554,558359,668130,19525,18414,194691,212473,669766,649517,0.654355443724585,0.238142429672599,0.00736646283770074,0.0790573941023639,0.256159866941942
17,33,"Illinois","Crawford County",18667,9796,8871,8689,8570,900,70,37,35,45,79,289,142,0.924572775486152,0.0519633577971822,0.00385707398082177,0.00664273852252638,0.0230888734129748
17,35,"Illinois","Cumberland County",10766,5358,5408,5230,5269,28,26,12,12,26,42,61,58,0.975199702767973,0.00501579045142114,0.00222924020063162,0.00631618056845625,0.0110533159947984
17,37,"Illinois","DeKalb County",104897,52068,52829,45378,45169,3966,4776,256,231,1368,1472,6181,6041,0.863199138202236,0.0833388943439755,0.00464264945613316,0.027074177526526,0.116514294975071
17,39,"Illinois","De Witt County",15638,7766,7872,7502,7656,97,56,25,18,29,46,227,209,0.969305537792557,0.00978385982862259,0.00274971223941681,0.00479600971991303,0.0278808031717611
17,41,"Illinois","Douglas County",19465,9668,9797,9333,9510,78,56,49,30,74,71,769,654,0.968045209350116,0.0068841510403288,0.00405856665810429,0.0074492679167737,0.0731055741073722
17,43,"Illinois","DuPage County",922921,453686,469235,361872,371442,22726,26094,1810,1832,57352,60155,68487,66023,0.79455771404053,0.0528972685636149,0.00394616657330367,0.127320756597802,0.145743785221054
17,45,"Illinois","Edgar County",17161,8409,8752,8211,8564,55,47,23,19,26,36,102,129,0.977507138278655,0.00594370957403415,0.0024474098246023,0.00361284307441291,0.0134607540353126
17,47,"Illinois","Edwards County",6395,3130,3265,3055,3167,17,17,12,19,9,16,48,41,0.972947615324472,0.00531665363565285,0.00484753713838937,0.00390930414386239,0.0139171227521501
17,49,"Illinois","Effingham County",34008,16975,17033,16544,16629,122,90,44,41,115,114,406,376,0.975446953657963,0.00623382733474477,0.00249941190308163,0.00673370971536109,0.022994589508351
17,51,"Illinois","Fayette County",21336,11249,10087,10110,9843,927,47,33,33,36,49,267,125,0.935179977502812,0.0456505436820397,0.0030933633295838,0.00398387701537308,0.0183727034120735
17,53,"Illinois","Ford County",12961,6404,6557,6154,6347,96,43,28,20,25,47,250,231,0.964508911349433,0.0107244811357148,0.00370341794614613,0.0055551269192192,0.037111334002006
17,55,"Illinois","Franklin County",38469,18942,19527,18397,18971,137,98,64,90,62,93,335,328,0.971379552366841,0.00610881488991136,0.00400322337466531,0.00402921833164366,0.0172346564766435
17,57,"Illinois","Fulton County",34340,17882,16458,16163,16064,1284,116,186,53,54,53,842,233,0.938468258590565,0.040768782760629,0.00695981362842167,0.00311589982527665,0.0313046010483401
17,59,"Illinois","Gallatin County",4828,2368,2460,2291,2381,24,10,12,10,5,7,50,27,0.967688483844242,0.00704225352112676,0.00455675227837614,0.00248550124275062,0.0159486329743165
17,61,"Illinois","Greene County",12969,6556,6413,6325,6293,140,32,19,22,19,13,90,78,0.97293546148508,0.0132623949417843,0.00316138484077415,0.00246742231475056,0.0129539671524404
17,63,"Illinois","Grundy County",51054,25418,25636,24319,24479,471,453,93,91,187,232,2792,2580,0.95581149371254,0.0180984839581619,0.00360402710855173,0.00820699651349551,0.10522192188663
17,65,"Illinois","Hamilton County",8116,3977,4139,3874,4041,33,19,19,15,9,21,84,69,0.975234105470675,0.00640709709216363,0.00418925579103006,0.00369640216855594,0.0188516510596353
17,67,"Illinois","Hancock County",17708,8758,8950,8546,8710,59,55,28,35,34,33,143,135,0.974474813643551,0.00643776824034335,0.00355771402755817,0.00378360063248249,0.0156991190422408
17,69,"Illinois","Hardin County",3821,1933,1888,1879,1820,9,8,11,16,9,10,37,56,0.96807118555352,0.00444909709500131,0.00706621303323737,0.00497252028264852,0.0243391782255954
17,71,"Illinois","Henderson County",6646,3231,3415,3153,3307,16,25,13,9,6,26,52,71,0.972013241047247,0.00616912428528438,0.00331026181161601,0.00481492627144147,0.0185073728558531
17,73,"Illinois","Henry County",48913,24402,24511,23282,23489,564,405,83,78,97,133,1539,1389,0.956207961073743,0.0198106842761638,0.00329155848138532,0.00470222640197902,0.0598613865434547
17,75,"Illinois","Iroquois County",27114,13349,13765,12809,13320,216,115,55,48,64,88,1024,954,0.963671903813528,0.0122077155712916,0.00379877554031128,0.00560596002065354,0.0729512429003467
17,77,"Illinois","Jackson County",56750,28122,28628,22195,21899,3929,4699,158,161,1011,1000,1313,1328,0.776986784140969,0.152035242290749,0.00562114537444934,0.0354361233480176,0.0465374449339207
17,79,"Illinois","Jasper County",9610,4815,4795,4739,4710,18,11,12,10,9,23,74,103,0.983246618106139,0.00301768990634755,0.00228928199791883,0.00332986472424558,0.0184183142559834
17,81,"Illinois","Jefferson County",37684,19399,18285,16648,16273,2076,1281,82,68,219,228,668,427,0.873606835792379,0.0890828999044687,0.0039804691646322,0.011861798110604,0.0290574249018151
17,83,"Illinois","Jersey County",21773,10596,11177,10275,10733,100,75,45,35,38,182,145,169,0.964864740733937,0.0080374776098838,0.00367427547880402,0.0101042575667111,0.0144215312543058
17,85,"Illinois","Jo Daviess County",21235,10636,10599,10322,10338,98,65,40,30,43,60,357,313,0.972922062632446,0.0076760065928891,0.00329644454909348,0.00485048269366612,0.0315516835413233
17,87,"Illinois","Johnson County",12417,6764,5653,5788,5510,854,29,36,15,13,19,270,120,0.909881613916405,0.0711121849077877,0.00410727228799227,0.00257711202383829,0.0314085527905291
17,89,"Illinois","Kane County",532403,265208,267195,229898,230907,15803,16107,2929,2524,11139,12151,88254,84107,0.865519164993435,0.0599358005120182,0.0102422413096846,0.043745057785174,0.323741601756564
17,91,"Illinois","Kankakee County",109862,54175,55687,44107,45278,8045,8434,250,242,573,609,6293,5624,0.81361162185287,0.149997269301487,0.00447834556079445,0.0107589521399574,0.108472447252007
17,93,"Illinois","Kendall County",128990,63908,65082,55020,55816,5059,5202,356,368,2006,2289,13208,12654,0.859260407783549,0.0795488022327312,0.00561283820451198,0.033297154818203,0.200496162493217
17,95,"Illinois","Knox County",49699,25120,24579,21355,22097,2731,1412,128,85,214,280,1660,1332,0.874303305901527,0.0833618382663635,0.00428580051912513,0.00993983782369867,0.0602024185597296
17,97,"Illinois","Lake County",696535,348294,348241,282991,280486,25477,26629,3120,2917,28519,30309,80357,75915,0.80897155203974,0.0748074396835766,0.00866718829635266,0.0844580674337973,0.224356277861127
17,99,"Illinois","LaSalle County",108669,54844,53825,51147,51351,2272,857,224,189,374,651,5869,5273,0.943212875797145,0.0287938602545344,0.00380053189041953,0.00943231280309932,0.102531540733788
17,101,"Illinois","Lawrence County",15678,8777,6901,7051,6676,1537,72,41,34,54,27,509,115,0.87555810690139,0.102627886209976,0.00478377344048986,0.00516647531572905,0.0398009950248756
17,103,"Illinois","Lee County",34096,18111,15985,15987,15272,1652,259,81,48,129,147,1328,920,0.916793758798686,0.0560476302205537,0.00378343500703895,0.00809479117785077,0.0659314875645237
17,105,"Illinois","Livingston County",35648,17892,17756,16416,16698,929,592,57,55,161,168,953,741,0.928916068222621,0.0426671903052065,0.00314183123877917,0.00922912926391382,0.047520197486535
17,107,"Illinois","Logan County",28618,14547,14071,12522,12858,1588,853,71,37,106,115,655,337,0.886854427283528,0.0852959675728562,0.00377384862673842,0.00772241246767769,0.0346634984974492
17,109,"Illinois","McDonough County",29682,14561,15121,13120,13562,761,869,48,71,371,364,443,431,0.898928643622397,0.0549154369651641,0.00400916380297824,0.0247624823125126,0.0294454551580082
17,111,"Illinois","McHenry County",307774,153171,154603,142576,143609,2990,2528,834,774,4189,5015,22030,20707,0.929854373663792,0.0179287399195514,0.00522461286528427,0.0299050602065152,0.138858383099287
17,113,"Illinois","McLean County",171517,83217,88300,69330,74211,6930,7471,252,258,4547,4225,4467,4395,0.836890803827026,0.0839625226653918,0.00297346618702519,0.0511436184168333,0.0516683477439554
17,115,"Illinois","Macon County",104009,49800,54209,38819,41991,8598,9867,158,127,595,608,1256,1233,0.776951994538934,0.177532713515177,0.00274014748723668,0.0115663067619148,0.0239306213885337
17,117,"Illinois","Macoupin County",44926,22190,22736,21541,22065,233,201,83,88,64,123,279,289,0.970618350175845,0.00966033032097227,0.00380625918176557,0.00416240039175533,0.0126430129546365
17,119,"Illinois","Madison County",262966,128013,134953,112782,117662,10705,12521,451,460,1220,1490,4666,4369,0.876326217077493,0.0883232052812911,0.00346432618665531,0.0103055147813786,0.0343580538928987
17,121,"Illinois","Marion County",37205,18202,19003,16841,17659,818,776,79,53,100,138,449,350,0.927294718451821,0.0428437038032523,0.00354791022712001,0.0063969896519285,0.0214756081171886
17,123,"Illinois","Marshall County",11438,5650,5788,5476,5611,47,36,28,19,24,34,171,168,0.969312816926036,0.00725651337646442,0.00410910998426298,0.00507081657632453,0.0296380486098968
17,125,"Illinois","Mason County",13359,6591,6768,6400,6602,58,31,22,27,24,37,96,67,0.973276442847519,0.00666217531252339,0.00366793921700726,0.0045662100456621,0.0122015120892282
17,127,"Illinois","Massac County",13772,6621,7151,5964,6482,421,419,35,41,38,38,220,217,0.903717688062736,0.0609933197792623,0.00551844321812373,0.00551844321812373,0.0317310485042114
17,129,"Illinois","Menard County",12196,5952,6244,5766,6047,58,53,22,19,15,36,104,92,0.968596261069203,0.00910134470318137,0.00336175795342735,0.00418169891767793,0.0160708428993112
17,131,"Illinois","Mercer County",15437,7695,7742,7469,7556,65,47,26,13,30,44,197,212,0.973310876465635,0.00725529571807994,0.00252639761611712,0.0047936775280171,0.0264947852562026
17,133,"Illinois","Monroe County",34637,17247,17390,16862,16972,78,75,47,40,73,136,288,282,0.976816698905794,0.00441724167797442,0.00251176487571094,0.00603400987383434,0.0164563905650027
17,135,"Illinois","Montgomery County",28414,14893,13521,13709,13189,942,64,39,33,61,80,339,187,0.946646019567819,0.0354050820018301,0.0025339621313437,0.00496234250721475,0.0185120011262054
17,137,"Illinois","Morgan County",33658,17019,16639,14831,15429,1619,715,104,46,139,123,543,360,0.899043318081882,0.0693445837542338,0.00445659278626181,0.00778418206667063,0.0268286885732961
17,139,"Illinois","Moultrie County",14501,7082,7419,6894,7241,60,52,20,22,18,24,132,114,0.974760361354389,0.00772360526860217,0.00289635197572581,0.00289635197572581,0.016964347286394
17,141,"Illinois","Ogle County",50643,25113,25530,24102,24560,364,270,109,92,145,186,2725,2601,0.960883044053472,0.0125190055881366,0.00396895918488241,0.0065359477124183,0.105167545366586
17,143,"Illinois","Peoria County",179179,86927,92252,64004,67744,15786,17850,393,347,3859,3468,4566,4490,0.735287059309406,0.187722891633506,0.00412994826402648,0.0408920688250297,0.0505416371338159
